Vehicle,Date/Time,Location,Latitude,Longitude,Speed (mph),Bearing (°),Odometer (mi),Total Fuel (gal),Total Engine Hours,Type
005,4/1/2024  8:45 AM,"5138 700 South, Salt Lake City, UT 84104",40.7553055,-112.0121068,0,277.09,79914.79,196.69,6805.98,Breadcrumb
005,4/1/2024  8:46 AM,"5138 700 South, Salt Lake City, UT 84104",40.7553055,-112.0121068,0,277.09,79914.79,196.69,6806.0,Breadcrumb
005,4/1/2024  8:47 AM,"5138 700 South, Salt Lake City, UT 84104",40.7553055,-112.0121068,0,277.09,79914.79,196.7,6806.02,Breadcrumb
005,4/1/2024  8:48 AM,"5138 700 South, Salt Lake City, UT 84104",40.7553055,-112.0121068,0,277.09,79914.79,196.7,6806.03,Breadcrumb
005,4/1/2024  8:49 AM,"5138 700 South, Salt Lake City, UT 84104",40.7553055,-112.0121068,4.8,277.09,79914.79,196.71,6806.05,Breadcrumb
005,4/1/2024  8:49 AM,"5138 700 South, Salt Lake City, UT 84104",40.7553055,-112.0121068,6.3,277.09,79914.79,196.71,6806.05,Vehicle moving
005,4/1/2024  8:49 AM,"5138 700 South, Salt Lake City, UT 84104",40.7553055,-112.0121068,6.3,277.09,79914.79,196.71,6806.05,Breadcrumb
005,4/1/2024  8:49 AM,"5104 700 South, Salt Lake City, UT 84104",40.7550433,-112.012864,6.5,178.68,79914.84,196.72,6806.05,Breadcrumb
005,4/1/2024  8:49 AM,"5104 700 South, Salt Lake City, UT 84104",40.7549951,-112.0128566,3.4,169.98,79914.84,196.72,6806.06,Breadcrumb
005,4/1/2024  8:49 AM,"5104 700 South, Salt Lake City, UT 84104",40.7549951,-112.0128566,5.4,169.98,79914.85,196.72,6806.06,Breadcrumb
005,4/1/2024  8:49 AM,"5116 700 South, Salt Lake City, UT 84104",40.7548221,-112.0125685,5.4,88.46,79914.85,196.72,6806.06,Breadcrumb
005,4/1/2024  8:50 AM,"5132 700 South, Salt Lake City, UT 84104",40.7548167,-112.0122177,12.5,87.84,79914.86,196.72,6806.06,Breadcrumb
005,4/1/2024  8:50 AM,"5148 700 South, Salt Lake City, UT 84104",40.7548146,-112.0118629,18.1,90.18,79914.88,196.73,6806.06,Breadcrumb
005,4/1/2024  8:50 AM,"700 South, Salt Lake City, UT 84122",40.7548294,-112.0094649,15.2,87.77,79915.02,196.74,6806.07,Breadcrumb
005,4/1/2024  8:50 AM,"700 South, Salt Lake City, UT 84122",40.7548374,-112.0092163,9.9,89.43,79915.03,196.74,6806.07,Breadcrumb
005,4/1/2024  8:50 AM,"700 South, Salt Lake City, UT 84122",40.7549033,-112.0085718,9.5,79.35,79915.02,196.74,6806.07,Breadcrumb
005,4/1/2024  8:50 AM,"700 South, Salt Lake City, UT 84122",40.754957,-112.0081546,14.8,82.99,79915.09,196.75,6806.07,Breadcrumb
005,4/1/2024  8:50 AM,"700 South, Salt Lake City, UT 84122",40.7549718,-112.0076704,16.6,95.13,79915.11,196.75,6806.08,Breadcrumb
005,4/1/2024  8:51 AM,"700 South, Salt Lake City, UT 84122",40.7549129,-112.0072976,16.3,105.85,79915.13,196.75,6806.08,Breadcrumb
005,4/1/2024  8:51 AM,"700 South, Salt Lake City, UT 84122",40.7548364,-112.0068241,13.7,95.58,79915.16,196.75,6806.08,Breadcrumb
005,4/1/2024  8:51 AM,"700 South, Salt Lake City, UT 84122",40.7547962,-112.0045418,16.6,92.48,79915.25,196.76,6806.09,Breadcrumb
005,4/1/2024  8:51 AM,"4569 700 South, Salt Lake City, UT 84104",40.7547431,-112.0018851,23.2,90.21,79915.39,196.78,6806.09,Breadcrumb
005,4/1/2024  8:52 AM,"4619 700 South, Salt Lake City, UT 84104",40.754735,-112.0007919,28.2,90.67,79915.44,196.78,6806.09,Breadcrumb
005,4/1/2024  8:52 AM,"700 South, Salt Lake City, UT 84122",40.7547091,-111.9961034,33.4,91.46,79915.65,196.8,6806.1,Breadcrumb
005,4/1/2024  8:53 AM,"4003 700 South, Salt Lake City, UT 84104",40.754671,-111.9902929,37.3,90.27,79915.9,196.82,6806.11,Breadcrumb
005,4/1/2024  8:53 AM,"3811 700 South, Salt Lake City, UT 84104",40.7546544,-111.9864217,38.5,88.73,79916.18,196.84,6806.12,Breadcrumb
005,4/1/2024  8:53 AM,"3828 700 South, Salt Lake City, UT 84104",40.7546593,-111.9860839,29.2,89.98,79916.21,196.84,6806.12,Breadcrumb
005,4/1/2024  8:53 AM,"3860 700 South, Salt Lake City, UT 84104",40.7546541,-111.9855449,23.8,90.39,79916.24,196.84,6806.12,Breadcrumb
005,4/1/2024  8:53 AM,"3913 700 South, Salt Lake City, UT 84104",40.7547346,-111.9845637,24.5,79.24,79916.29,196.84,6806.12,Breadcrumb
005,4/1/2024  8:53 AM,"3955 700 South, Salt Lake City, UT 84104",40.7549069,-111.9838269,24.5,68.28,79916.31,196.85,6806.12,Breadcrumb
005,4/1/2024  8:53 AM,"3806 Iron Rose Pl, Salt Lake City, UT 84104",40.7552373,-111.9829899,26.5,57.44,79916.35,196.85,6806.12,Breadcrumb
005,4/1/2024  8:53 AM,"3799 700 South, Salt Lake City, UT 84104",40.7556908,-111.9822355,26.7,45.54,79916.28,196.85,6806.12,Breadcrumb
005,4/1/2024  8:54 AM,"4061 500 South, Salt Lake City, UT 84104",40.7581113,-111.9790258,28.9,58.77,79916.66,196.87,6806.13,Breadcrumb
005,4/1/2024  8:54 AM,"4137 500 South, Salt Lake City, UT 84104",40.7582797,-111.9785302,28.9,72.81,79916.66,196.87,6806.13,Breadcrumb
005,4/1/2024  8:54 AM,"4217 500 South, Salt Lake City, UT 84104",40.7583702,-111.9779867,29.9,83.78,79916.67,196.87,6806.13,Breadcrumb
005,4/1/2024  8:54 AM,"3518 500 South, Salt Lake City, UT 84104",40.7584159,-111.9740789,31.2,87.16,79916.9,196.88,6806.14,Breadcrumb
005,4/1/2024  8:54 AM,"3520 500 South, Salt Lake City, UT 84104",40.7584272,-111.9738866,28.8,83.75,79916.92,196.88,6806.14,Breadcrumb
005,4/1/2024  8:54 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584465,-111.9737997,10.5,66.2,79916.95,196.88,6806.14,Breadcrumb
005,4/1/2024  8:55 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,3.3,54.62,79916.95,196.88,6806.14,Breadcrumb
005,4/1/2024  8:55 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,2.7,54.62,79916.96,196.89,6806.14,Breadcrumb
005,4/1/2024  8:55 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,3.0,54.62,79917.01,196.89,6806.15,Breadcrumb
005,4/1/2024  8:55 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,0,54.62,79917.02,196.89,6806.16,Vehicle stopped
005,4/1/2024  8:56 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,0.0,54.62,79917.02,196.9,6806.17,Breadcrumb
005,4/1/2024  8:57 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,4.4,54.62,79917.07,196.91,6806.19,Breadcrumb
005,4/1/2024  8:58 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,4.3,54.62,79917.13,196.92,6806.21,Breadcrumb
005,4/1/2024  8:59 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,2.5,54.62,79917.2,196.93,6806.22,Breadcrumb
005,4/1/2024  9:00 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,3.2,54.62,79917.2,196.94,6806.24,Breadcrumb
005,4/1/2024  9:01 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,0,54.62,79917.26,196.95,6806.25,Engine stop
005,4/1/2024  9:14 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,0,54.62,79917.26,196.95,6806.25,Engine start
005,4/1/2024  9:15 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,1.2,54.62,79917.32,196.96,6806.27,Breadcrumb
005,4/1/2024  9:16 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,2.5,54.62,79917.32,196.97,6806.29,Breadcrumb
005,4/1/2024  9:16 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,7.7,54.62,79917.32,196.97,6806.29,Vehicle moving
005,4/1/2024  9:16 AM,"3522 500 South, Salt Lake City, UT 84104",40.7584621,-111.9737701,10.8,54.62,79917.33,196.97,6806.29,Breadcrumb
005,4/1/2024  9:16 AM,"3514 500 South, Salt Lake City, UT 84104",40.758462,-111.9742455,13.4,270.64,79917.33,196.97,6806.29,Breadcrumb
005,4/1/2024  9:16 AM,"3506 500 South, Salt Lake City, UT 84104",40.7584562,-111.9747031,18.8,268.22,79917.35,196.98,6806.29,Breadcrumb
005,4/1/2024  9:16 AM,"4592 500 South, Salt Lake City, UT 84104",40.7584499,-111.9755075,23.5,269.96,79917.41,196.98,6806.3,Breadcrumb
005,4/1/2024  9:17 AM,"4450 500 South, Salt Lake City, UT 84104",40.758411,-111.9782285,25.8,258.78,79917.46,196.99,6806.3,Breadcrumb
005,4/1/2024  9:17 AM,"4414 500 South, Salt Lake City, UT 84104",40.7582609,-111.9788373,27.3,244.37,79917.58,196.99,6806.3,Breadcrumb
005,4/1/2024  9:17 AM,"4384 500 South, Salt Lake City, UT 84104",40.7580181,-111.9793607,26.8,233.52,79917.61,196.99,6806.3,Breadcrumb
005,4/1/2024  9:17 AM,"4332 500 South, Salt Lake City, UT 84104",40.757433,-111.9801571,27.2,223.09,79917.64,197.0,6806.31,Breadcrumb
005,4/1/2024  9:17 AM,"3700 700 South, Salt Lake City, UT 84104",40.7553327,-111.9829412,31.7,235.41,79917.85,197.01,6806.31,Breadcrumb
005,4/1/2024  9:17 AM,"3963 700 South, Salt Lake City, UT 84104",40.7550047,-111.9837239,31.7,246.53,79917.9,197.01,6806.31,Breadcrumb
005,4/1/2024  9:17 AM,"3908 700 South, Salt Lake City, UT 84104",40.7547774,-111.9846923,33.4,258.77,79917.78,197.02,6806.31,Breadcrumb
005,4/1/2024  9:18 AM,"3852 700 South, Salt Lake City, UT 84104",40.7547227,-111.9856716,33.6,269.23,79917.97,197.02,6806.32,Breadcrumb
005,4/1/2024  9:18 AM,"700 South, Salt Lake City, UT 84122",40.7547393,-111.9910814,34.8,270.85,79918.21,197.04,6806.32,Breadcrumb
005,4/1/2024  9:19 AM,"700 South, Salt Lake City, UT 84122",40.7547731,-111.9969318,36.6,270.19,79918.57,197.06,6806.33,Breadcrumb
005,4/1/2024  9:19 AM,"4600 700 South, Salt Lake City, UT 84104",40.7548006,-112.0011703,36.8,270.52,79918.82,197.07,6806.34,Breadcrumb
005,4/1/2024  9:19 AM,"4568 700 South, Salt Lake City, UT 84104",40.7548048,-112.0019189,31.8,269.84,79918.86,197.07,6806.34,Breadcrumb
005,4/1/2024  9:19 AM,"4546 700 South, Salt Lake City, UT 84104",40.7548048,-112.0023935,30.8,270.1,79918.88,197.07,6806.34,Breadcrumb
005,4/1/2024  9:19 AM,"700 South, Salt Lake City, UT 84122",40.7548093,-112.0027695,22.1,270.92,79918.91,197.07,6806.34,Breadcrumb
005,4/1/2024  9:20 AM,"700 South, Salt Lake City, UT 84122",40.7548196,-112.0058802,19.7,271.55,79919.02,197.08,6806.35,Breadcrumb
005,4/1/2024  9:20 AM,"700 South, Salt Lake City, UT 84122",40.7548982,-112.0072106,19.2,284.47,79919.13,197.08,6806.35,Breadcrumb
005,4/1/2024  9:20 AM,"700 South, Salt Lake City, UT 84122",40.7549934,-112.0078475,16.2,270.7,79919.17,197.08,6806.36,Breadcrumb
005,4/1/2024  9:20 AM,"700 South, Salt Lake City, UT 84122",40.7549234,-112.0085607,15.7,257.6,79919.21,197.08,6806.36,Breadcrumb
005,4/1/2024  9:20 AM,"700 South, Salt Lake City, UT 84122",40.7548361,-112.0094819,15.5,268.51,79919.23,197.09,6806.36,Breadcrumb
005,4/1/2024  9:20 AM,"5198 700 South, Salt Lake City, UT 84104",40.7548409,-112.0102527,22.5,272.6,79919.26,197.09,6806.36,Breadcrumb
005,4/1/2024  9:20 AM,"5188 700 South, Salt Lake City, UT 84104",40.7548593,-112.0109535,23.4,271.62,79919.32,197.09,6806.36,Breadcrumb
005,4/1/2024  9:20 AM,"5182 700 South, Salt Lake City, UT 84104",40.7548706,-112.0111068,23.4,279.95,79919.34,197.09,6806.36,Breadcrumb
005,4/1/2024  9:21 AM,"5176 700 South, Salt Lake City, UT 84104",40.7549207,-112.0112249,11.0,322.17,79919.38,197.09,6806.37,Breadcrumb
005,4/1/2024  9:21 AM,"5170 700 South, Salt Lake City, UT 84104",40.7551297,-112.0113565,9.1,304.19,79919.4,197.09,6806.37,Breadcrumb
005,4/1/2024  9:21 AM,"5166 700 South, Salt Lake City, UT 84104",40.7551636,-112.0114819,10.2,278.04,79919.4,197.1,6806.37,Breadcrumb
005,4/1/2024  9:21 AM,"5156 700 South, Salt Lake City, UT 84104",40.7551906,-112.0117011,7.5,280.68,79919.42,197.1,6806.37,Breadcrumb
005,4/1/2024  9:21 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,2.3,274.08,79919.42,197.1,6806.37,Breadcrumb
005,4/1/2024  9:21 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,2.3,274.08,79919.42,197.1,6806.37,Breadcrumb
005,4/1/2024  9:21 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.1,6806.37,Vehicle stopped
005,4/1/2024  9:22 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.1,6806.39,Breadcrumb
005,4/1/2024  9:23 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.11,6806.41,Breadcrumb
005,4/1/2024  9:24 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.12,6806.42,Breadcrumb
005,4/1/2024  9:25 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.12,6806.44,Breadcrumb
005,4/1/2024  9:26 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.13,6806.46,Breadcrumb
005,4/1/2024  9:27 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.13,6806.47,Breadcrumb
005,4/1/2024  9:28 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,0,274.08,79919.43,197.14,6806.49,Breadcrumb
005,4/1/2024  9:28 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,8.2,274.08,79919.43,197.14,6806.5,Vehicle moving
005,4/1/2024  9:28 AM,"5154 700 South, Salt Lake City, UT 84104",40.7551935,-112.0117371,9.5,274.08,79919.44,197.14,6806.5,Breadcrumb
005,4/1/2024  9:29 AM,"5110 700 South, Salt Lake City, UT 84104",40.7549556,-112.0127289,8.1,177.69,79919.47,197.15,6806.5,Breadcrumb
005,4/1/2024  9:29 AM,"5110 700 South, Salt Lake City, UT 84104",40.7548873,-112.0127119,5.4,154.36,79919.48,197.15,6806.5,Breadcrumb
005,4/1/2024  9:29 AM,"5116 700 South, Salt Lake City, UT 84104",40.7548165,-112.0125959,5.1,96.8,79919.49,197.15,6806.5,Breadcrumb
005,4/1/2024  9:29 AM,"5118 700 South, Salt Lake City, UT 84104",40.7548151,-112.0125347,9.2,84.61,79919.49,197.15,6806.5,Breadcrumb
005,4/1/2024  9:29 AM,"5130 700 South, Salt Lake City, UT 84104",40.7548248,-112.0122619,14.7,88.23,79919.5,197.15,6806.51,Breadcrumb
005,4/1/2024  9:29 AM,"5172 700 South, Salt Lake City, UT 84104",40.7548422,-112.0113501,13.3,80.79,79919.55,197.15,6806.51,Breadcrumb
005,4/1/2024  9:29 AM,"5176 700 South, Salt Lake City, UT 84104",40.7548699,-112.0112516,12.6,62.44,79919.56,197.15,6806.51,Breadcrumb
005,4/1/2024  9:29 AM,"5178 700 South, Salt Lake City, UT 84104",40.7548924,-112.0112107,6.0,50.77,79919.56,197.15,6806.51,Breadcrumb
005,4/1/2024  9:29 AM,"5178 700 South, Salt Lake City, UT 84104",40.7549331,-112.0111747,6.0,28.3,79919.57,197.15,6806.51,Breadcrumb
005,4/1/2024  9:29 AM,"5180 700 South, Salt Lake City, UT 84104",40.7549485,-112.0111678,6.0,21.01,79919.57,197.15,6806.51,Breadcrumb
005,4/1/2024  9:30 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552803,-112.0117326,3.0,341.8,79919.64,197.16,6806.52,Breadcrumb
005,4/1/2024  9:30 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552803,-112.0117326,0,341.8,79919.64,197.16,6806.52,Vehicle stopped
005,4/1/2024  9:30 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552803,-112.0117326,0,341.8,79919.64,197.17,6806.53,Engine stop
005,4/1/2024 10:00 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552803,-112.0117326,,341.8,79919.64,197.17,6806.53,Breadcrumb
005,4/1/2024 10:09 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552803,-112.0117326,0,341.8,79919.64,197.17,6806.53,Engine start
005,4/1/2024 10:10 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552803,-112.0117326,5.4,341.8,79919.64,197.18,6806.55,Vehicle moving
005,4/1/2024 10:10 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552803,-112.0117326,5.4,341.8,79919.64,197.18,6806.55,Breadcrumb
005,4/1/2024 10:11 AM,"5110 700 South, Salt Lake City, UT 84104",40.7552174,-112.0127045,4.4,268.22,79919.71,197.18,6806.56,Breadcrumb
005,4/1/2024 10:11 AM,"5110 700 South, Salt Lake City, UT 84104",40.7552174,-112.0127045,6.1,268.22,79919.72,197.18,6806.56,Breadcrumb
005,4/1/2024 10:11 AM,"5104 700 South, Salt Lake City, UT 84104",40.7549536,-112.0128645,3.2,172.64,79919.73,197.18,6806.56,Breadcrumb
005,4/1/2024 10:11 AM,"5104 700 South, Salt Lake City, UT 84104",40.7549536,-112.0128645,15.5,172.64,79919.75,197.19,6806.56,Breadcrumb
005,4/1/2024 10:11 AM,"5177 700 South, Salt Lake City, UT 84104",40.7547881,-112.0117277,15.5,90.11,79919.76,197.19,6806.56,Breadcrumb
005,4/1/2024 10:11 AM,"5198 700 South, Salt Lake City, UT 84104",40.7547981,-112.0104254,15.8,87.64,79919.81,197.19,6806.57,Breadcrumb
005,4/1/2024 10:12 AM,"700 South, Salt Lake City, UT 84122",40.7549285,-112.0082958,12.8,81.49,79919.94,197.2,6806.58,Breadcrumb
005,4/1/2024 10:12 AM,"700 South, Salt Lake City, UT 84122",40.754962,-112.0077376,13.5,92.4,79919.97,197.2,6806.58,Breadcrumb
005,4/1/2024 10:12 AM,"700 South, Salt Lake City, UT 84122",40.7549179,-112.0073813,14.7,105.87,79919.99,197.2,6806.58,Breadcrumb
005,4/1/2024 10:12 AM,"700 South, Salt Lake City, UT 84122",40.7548315,-112.0068458,14.9,94.71,79919.99,197.21,6806.58,Breadcrumb
005,4/1/2024 10:12 AM,"700 South, Salt Lake City, UT 84122",40.754805,-112.0056558,17.2,90.68,79920.05,197.21,6806.59,Breadcrumb
005,4/1/2024 10:13 AM,"700 South, Salt Lake City, UT 84122",40.7547643,-112.0030664,17.0,99.82,79920.21,197.22,6806.59,Breadcrumb
005,4/1/2024 10:13 AM,"700 South, Salt Lake City, UT 84122",40.7547443,-112.0029969,11.6,114.69,79920.22,197.22,6806.59,Breadcrumb
005,4/1/2024 10:13 AM,"700 South, Salt Lake City, UT 84122",40.7546169,-112.0028918,8.5,171.08,79920.24,197.22,6806.59,Breadcrumb
005,4/1/2024 10:13 AM,"700 South, Salt Lake City, UT 84122",40.7545765,-112.0028881,3.3,175.36,79920.25,197.22,6806.6,Breadcrumb
005,4/1/2024 10:13 AM,"700 South, Salt Lake City, UT 84122",40.7545765,-112.0028881,5.4,175.36,79920.26,197.22,6806.6,Breadcrumb
005,4/1/2024 10:13 AM,"4531 700 South, Salt Lake City, UT 84104",40.7542208,-112.0026827,5.1,139.13,79920.27,197.22,6806.6,Breadcrumb
005,4/1/2024 10:13 AM,"4531 700 South, Salt Lake City, UT 84104",40.7542035,-112.002661,5.1,134.31,79920.27,197.22,6806.6,Breadcrumb
005,4/1/2024 10:13 AM,"4547 700 South, Salt Lake City, UT 84104",40.7538483,-112.0024068,1.1,144.91,79920.31,197.23,6806.61,Breadcrumb
005,4/1/2024 10:14 AM,"4547 700 South, Salt Lake City, UT 84104",40.7538483,-112.0024068,0,144.91,79920.31,197.23,6806.61,Vehicle stopped
005,4/1/2024 10:15 AM,"4547 700 South, Salt Lake City, UT 84104",40.7538483,-112.0024068,3.7,144.91,79920.31,197.24,6806.62,Breadcrumb
005,4/1/2024 10:15 AM,"4547 700 South, Salt Lake City, UT 84104",40.7538483,-112.0024068,5.7,144.91,79920.37,197.24,6806.63,Vehicle moving
005,4/1/2024 10:15 AM,"4547 700 South, Salt Lake City, UT 84104",40.7538483,-112.0024068,6.1,144.91,79920.37,197.24,6806.63,Breadcrumb
005,4/1/2024 10:15 AM,"700 South, Salt Lake City, UT 84122",40.7535534,-112.0021709,3.9,149.08,79920.38,197.24,6806.63,Breadcrumb
005,4/1/2024 10:15 AM,"700 South, Salt Lake City, UT 84122",40.7535534,-112.0021709,0,149.08,79920.39,197.24,6806.63,Vehicle stopped
005,4/1/2024 10:15 AM,"700 South, Salt Lake City, UT 84122",40.7535534,-112.0021709,0,149.08,79920.39,197.24,6806.64,Engine stop
005,4/1/2024 10:43 AM,"700 South, Salt Lake City, UT 84122",40.7535534,-112.0021709,0,149.08,79920.39,197.24,6806.64,Engine start
005,4/1/2024 10:44 AM,"700 South, Salt Lake City, UT 84122",40.7535534,-112.0021709,2.5,149.08,79920.39,197.25,6806.65,Breadcrumb
005,4/1/2024 10:44 AM,"700 South, Salt Lake City, UT 84122",40.7535534,-112.0021709,5.1,149.08,79920.43,197.26,6806.66,Vehicle moving
005,4/1/2024 10:44 AM,"700 South, Salt Lake City, UT 84122",40.7535534,-112.0021709,5.5,149.08,79920.43,197.26,6806.66,Breadcrumb
005,4/1/2024 10:45 AM,"700 South, Salt Lake City, UT 84122",40.7533362,-112.0016771,2.6,137.6,79920.44,197.26,6806.66,Breadcrumb
005,4/1/2024 10:45 AM,"700 South, Salt Lake City, UT 84122",40.7533362,-112.0016771,4.4,137.6,79920.47,197.26,6806.67,Breadcrumb
005,4/1/2024 10:45 AM,"700 South, Salt Lake City, UT 84122",40.7533362,-112.0016771,6.1,137.6,79920.5,197.26,6806.67,Breadcrumb
005,4/1/2024 10:46 AM,"700 South, Salt Lake City, UT 84122",40.7535844,-112.0020406,7.9,314.74,79920.55,197.27,6806.68,Breadcrumb
005,4/1/2024 10:46 AM,"4531 700 South, Salt Lake City, UT 84104",40.7544127,-112.0027921,8.7,334.66,79920.58,197.28,6806.69,Breadcrumb
005,4/1/2024 10:46 AM,"700 South, Salt Lake City, UT 84122",40.7547823,-112.0030638,9.5,285.18,79920.63,197.28,6806.69,Breadcrumb
005,4/1/2024 10:46 AM,"700 South, Salt Lake City, UT 84122",40.75479,-112.0031442,11.7,270.18,79920.63,197.28,6806.69,Breadcrumb
005,4/1/2024 10:47 AM,"700 South, Salt Lake City, UT 84122",40.754812,-112.0045832,16.5,271.3,79920.72,197.29,6806.7,Breadcrumb
005,4/1/2024 10:47 AM,"700 South, Salt Lake City, UT 84122",40.754888,-112.0071457,21.1,284.24,79920.79,197.3,6806.7,Breadcrumb
005,4/1/2024 10:47 AM,"700 South, Salt Lake City, UT 84122",40.7549907,-112.0078036,20.0,269.98,79920.86,197.3,6806.7,Breadcrumb
005,4/1/2024 10:47 AM,"700 South, Salt Lake City, UT 84122",40.7549493,-112.0082756,19.4,259.91,79920.89,197.3,6806.7,Breadcrumb
005,4/1/2024 10:47 AM,"700 South, Salt Lake City, UT 84122",40.7548492,-112.0092055,16.4,270.19,79920.94,197.31,6806.71,Breadcrumb
005,4/1/2024 10:48 AM,"5198 700 South, Salt Lake City, UT 84104",40.7548357,-112.0098555,20.7,267.83,79920.97,197.31,6806.71,Breadcrumb
005,4/1/2024 10:48 AM,"5184 700 South, Salt Lake City, UT 84104",40.7548678,-112.0110507,22.0,272.7,79921.02,197.32,6806.71,Breadcrumb
005,4/1/2024 10:48 AM,"5180 700 South, Salt Lake City, UT 84104",40.7548785,-112.0111384,22.3,283.02,79921.03,197.32,6806.71,Breadcrumb
005,4/1/2024 10:48 AM,"5176 700 South, Salt Lake City, UT 84104",40.7549428,-112.0112326,15.8,333.53,79921.04,197.32,6806.71,Breadcrumb
005,4/1/2024 10:48 AM,"5174 700 South, Salt Lake City, UT 84104",40.7551246,-112.0113006,10.3,326.3,79921.05,197.32,6806.71,Breadcrumb
005,4/1/2024 10:48 AM,"5170 700 South, Salt Lake City, UT 84104",40.7551633,-112.0113538,11.4,306.88,79921.05,197.32,6806.71,Breadcrumb
005,4/1/2024 10:48 AM,"5166 700 South, Salt Lake City, UT 84104",40.7551976,-112.0114758,11.7,279.87,79921.06,197.32,6806.72,Breadcrumb
005,4/1/2024 10:48 AM,"5154 700 South, Salt Lake City, UT 84104",40.7552236,-112.0117263,10.9,296.67,79921.07,197.32,6806.72,Breadcrumb
